url,city,state,street-address,zipcode,beds,baths,sqft,lotsize,price,property-type,time-on-realtor,hoa,price/sqft,garage,year,median_listing_home_price,median_sold_home_price,median_days_on_market,median_listing_home_price_persqft,school_district,broker
/realestateandhomes-detail/5238-Riverdale-Ct_Pleasanton_CA_94588_M29628-91264,Pleasanton,CA,5238 Riverdale Ct,94588,3,2.5,"1,925sqft","2,660sqft lot","$1,049,000 ",Townhome,23 Days,$488/mo,$545 ,2 cars,1987,,,,,-,-
/realestateandhomes-detail/4396-Clovewood-Ln_Pleasanton_CA_94588_M29106-81678,Pleasanton,CA,4396 Clovewood Ln,94588,4,2.5,"1,868sqft","6,820sqft lot","$1,500,000 ",Single Family,50 Days,$38/mo,$803 ,2 cars,1966,,,,,-,-
/realestateandhomes-detail/2226-Camino-Brazos_Pleasanton_CA_94566_M19717-92151,Pleasanton,CA,2226 Camino Brazos,94566,4,2,"1,969sqft","9,240sqft lot","$1,499,950 ",Single Family,22 Days,,$762 ,2 cars,1970,"$1,675,000 ","$1,500,000 ",42,$858 ,-,-
/realestateandhomes-detail/841-Division-St_Pleasanton_CA_94566_M29961-98027,Pleasanton,CA,841 Division St,94566,2,1,863sqft,1.64acre lot,"$510,000 ",Condo,50 Days,$610/mo,$591 ,,1959,"$1,224,000 ",,,$739 ,-,-
/realestateandhomes-detail/4112-Moller-Dr_Pleasanton_CA_94566_M22169-64787,Pleasanton,CA,4112 Moller Dr,94566,3,2.5,"1,731sqft","4,427sqft lot","$1,270,000 ",Townhome,50 Days,$92/mo,$734 ,2 cars,1987,"$1,312,500 ","$1,282,000 ",39,$841 ,Pleasanton (925) 462-5500,-
/realestateandhomes-detail/7173-Valley-Trails-Dr_Pleasanton_CA_94588_M28482-23959,Pleasanton,CA,7173 S Valley Trails Dr,94588,4,2.5,"1,835sqft","7,200sqft lot","$1,540,000 ",Single Family,50 Days,,$839 ,2 cars,1970,"$1,644,500 ","$1,782,500 ",34,$912 ,-,-
/realestateandhomes-detail/3056-Badger-Dr_Pleasanton_CA_94566_M23202-65980,Pleasanton,CA,3056 Badger Dr,94566,3,2.5,"1,619sqft","3,800sqft lot","$1,248,000 ",Single Family,23 Days,$50/mo,$771 ,2 cars,1989,,,,,-,-
/realestateandhomes-detail/2380-Goldcrest-Cir_Pleasanton_CA_94566_M19028-12892,Pleasanton,CA,2380 Goldcrest Cir,94566,2,1,"1,003sqft","3,360sqft lot","$925,000 ",Single Family,57 Days,,$922 ,2 cars,1969,"$1,249,000 ","$1,419,200 ",41,$825 ,-,-
/realestateandhomes-detail/4855-Ganner-Ct_Pleasanton_CA_94566_M17561-34142,Pleasanton,CA,4855 Ganner Ct,94566,4,3,"2,146sqft","7,150sqft lot","$1,985,000 ",Single Family,56 Days,,$925 ,2 cars,1971,"$1,958,900 ","$1,805,000 ",46,$842 ,-,-
/realestateandhomes-detail/8160-Ensenada-Dr-Apt-4_Pleasanton_CA_94588_M20610-44083,Pleasanton,CA,8160 Ensenada Dr Apt 4,94588,2,1,798sqft,-,"$519,900 ",Condo,58 Days,$375/mo,$652 ,1 car,1972,,,,,-,Berkshire Hathaway HomeServices Drysdale Properties
/realestateandhomes-detail/6981-Corte-Antonio_Pleasanton_CA_94566_M22633-23619,Pleasanton,CA,6981 Corte Antonio,94566,4,3,"2,336sqft","6,832sqft lot","$1,895,000 ",Single Family,58 Days,,$811 ,,1986,"$2,045,000 ","$1,728,000 ",54,$829 ,Pleasanton (925) 462-5500,-
/realestateandhomes-detail/9-Roman-Eagle-Ct_Pleasanton_CA_94566_M23025-27391,Pleasanton,CA,9 Roman Eagle Ct,94566,4,3,"2,894sqft",0.59acre lot,"$2,500,000 ",Single Family,29 Days,$43/mo,$864 ,3 cars,1987,,,,,Pleasanton (925) 462-5500,COMPASS
/realestateandhomes-detail/4738-Woodthrush-Ct_Pleasanton_CA_94566_M17885-92778,Pleasanton,CA,4738 Woodthrush Ct,94566,4,3,"1,800sqft","7,288sqft lot","$1,849,000 ",Single Family,64 Days,,"$1,027 ",2 cars,1970,,,,,-,-
/realestateandhomes-detail/3193-Chardonnay-Dr_Pleasanton_CA_94566_M91554-72232,Pleasanton,CA,3193 Chardonnay Dr,94566,4,3,"2,645sqft",0.3acre lot,"$1,775,000 ",Single Family,30 Days,,$671 ,3 cars,1979,"$1,512,000 ","$1,430,000 ",38,$839 ,-,-
/realestateandhomes-detail/4854-Braxton-Pl_Pleasanton_CA_94566_M24905-71336,Pleasanton,CA,4854 Braxton Pl,94566,5,3.5,"3,609sqft",0.23acre lot,"$2,585,000 ",Single Family,64 Days,,$716 ,3 cars,1997,,,,,-,-
/realestateandhomes-detail/409-Neal-St_Pleasanton_CA_94566_M26383-61766,Pleasanton,CA,409 Neal St,94566,3,2.5,"2,262sqft","9,121sqft lot","$1,850,000 ",Single Family,65 Days,,$818 ,3 cars,1988,"$1,224,000 ",,,$739 ,Pleasanton (925) 462-5500,-
/realestateandhomes-detail/4471-Linda-Way_Pleasanton_CA_94566_M26787-58048,Pleasanton,CA,4471 Linda Way,94566,4,3,"2,357sqft","8,800sqft lot","$1,899,000 ",Single Family,66 Days,,$806 ,2 cars,1957,"$1,600,000 ","$1,570,000 ",50,$841 ,-,-
/realestateandhomes-detail/3828-Keneland-Way_Pleasanton_CA_94588_M15237-43724,Pleasanton,CA,3828 Keneland Way,94588,4,2.5,"1,541sqft","1,050sqft lot","$875,000 ",Townhome,68 Days,$225/mo,$568 ,,1980,"$1,738,000 ","$1,450,000 ",42,$792 ,Pleasanton Unified,-
/realestateandhomes-detail/4649-Denker-Dr_Pleasanton_CA_94588_M10006-04423,Pleasanton,CA,4649 Denker Dr,94588,3,2.5,"1,918sqft","6,200sqft lot","$1,444,000 ",Single Family,72 Days,,$753 ,2 cars,1968,"$1,489,000 ","$1,549,500 ",53,$885 ,-,-
/realestateandhomes-detail/4380-Dorman-Ct_Pleasanton_CA_94588_M10219-20542,Pleasanton,CA,4380 Dorman Ct,94588,3,2,"1,378sqft",0.23acre lot,"$1,298,999 ",Single Family,71 Days,,$943 ,2 cars,1968,"$1,489,000 ","$1,549,500 ",53,$885 ,Pleasanton Unified,Intero Real Estate Services
/realestateandhomes-detail/2021-Gana-Ct_San-Jose_CA_95148_M22158-74720,San-Jose,CA,2021 Gana Ct,95148,3,2,"1,106sqft","8,743sqft lot","$748,000 ",Single Family,6 Hours,,$676 ,2 cars,1975,,,,,East Side Union High,-
/realestateandhomes-detail/2585-Sierra-Vista-Ct_San-Jose_CA_95116_M23357-60480,San-Jose,CA,2585 Sierra Vista Ct,95116,4,2.5,"1,531sqft","6,016sqft lot","$899,900 ",Single Family,6 Hours,,$588 ,2 cars,1978,,,,,East Side Union High,-
/realestateandhomes-detail/1912-Sumatra-Ave_San-Jose_CA_95122_M10822-45972,San-Jose,CA,1912 Sumatra Ave,95122,3,2,"1,040sqft","5,315sqft lot","$799,900 ",Single Family,6 Hours,,$769 ,2 cars,1959,"$884,499 ",,,$763 ,East Side Union High,-
/realestateandhomes-detail/1565-Willowdale-Dr_San-Jose_CA_95118_M17122-77294,San-Jose,CA,1565 Willowdale Dr,95118,3,2,"1,180sqft","6,528sqft lot","$1,020,000 ",Single Family,7 Hours,,$864 ,1 car,1958,"$1,574,975 ","$1,542,500 ",38,"$1,009 ",San Jose Unified,-
/realestateandhomes-detail/1451-Sunny-Ct_San-Jose_CA_95116_M28824-03218,San-Jose,CA,1451 Sunny Ct,95116,4,2.5,"2,196sqft","4,398sqft lot","$1,150,000 ",Single Family,7 Hours,$135/mo,$524 ,2 cars,2006,,,,,East Side Union High,-
/realestateandhomes-detail/7235-Via-Mimosa_San-Jose_CA_95135_M23824-25664,San-Jose,CA,7235 Via Mimosa,95135,2,2,"1,815sqft",-,"$849,000 ",Condo,8 Hours,$1099/mo,$468 ,1 car,1981,"$753,000 ","$825,000 ",38,$521 ,East Side Union High,Keller Williams San Jose Gateway
/realestateandhomes-detail/255-Vista-Roma-Way_San-Jose_CA_95136_M13998-92642,San-Jose,CA,255 Vista Roma Way,95136,3,2.5,"1,674sqft",-,"$1,074,000 ",Townhome,10 Hours,$346/mo,$642 ,2 cars,2004,"$998,000 ","$1,032,500 ",47,$678 ,East Side Union High,-
/realestateandhomes-detail/1375-Lick-Ave-Apt-229_San-Jose_CA_95110_M20630-10801,San-Jose,CA,1375 Lick Ave Apt 229,95110,2,2,"1,148sqft",-,"$749,950 ",Condo,11 Hours,$477/mo,$653 ,2 cars,2009,"$700,000 ",,,$701 ,-,-
/realestateandhomes-detail/419-Pamlar-Ave_San-Jose_CA_95128_M19979-04297,San-Jose,CA,419 Pamlar Ave,95128,2,1.5,"1,553sqft","9,180sqft lot","$1,499,000 ",Single Family,20 Hours,,$965 ,2 cars,1947,,,,,-,-
/realestateandhomes-detail/240-Giddings-Ct_San-Jose_CA_95139_M19510-17443,San-Jose,CA,240 Giddings Ct,95139,5,3,"2,677sqft","6,599sqft lot","$1,699,000 ",Single Family,22 Hours,,$635 ,2 cars,1977,"$1,600,000 ",,,$681 ,Morgan Hill Unified,CENTURY 21 Real Estate Alliance
/realestateandhomes-detail/410-Grey-Ghost-Ave_San-Jose_CA_95111_M13644-64103,San-Jose,CA,410 Grey Ghost Ave,95111,4,2,"1,403sqft","8,092sqft lot","$850,000 ",Single Family,1 Day,,$606 ,2 cars,1964,"$899,888 ",,,$577 ,East Side Union High,-
/realestateandhomes-detail/4088-Victoria-Park-Dr_San-Jose_CA_95136_M19075-31237,San-Jose,CA,4088 Victoria Park Dr,95136,4,2,"2,084sqft","6,129sqft lot","$1,398,000 ",Single Family,1 Day,,$671 ,2 cars,1970,"$1,247,000 ","$1,175,000 ",39,$826 ,-,COMPASS
/realestateandhomes-detail/1154-Angmar-Ct_San-Jose_CA_95121_M18965-31487,San-Jose,CA,1154 Angmar Ct,95121,3,2,"1,722sqft","6,185sqft lot","$1,299,000 ",Single Family,1 Day,,$754 ,,1977,"$1,189,000 ","$1,100,000 ",38,$755 ,East Side Union High,-
/realestateandhomes-detail/3459-Lisbon-Dr_San-Jose_CA_95132_M29488-24426,San-Jose,CA,3459 Lisbon Dr,95132,4,2.5,"1,786sqft","6,009sqft lot","$1,748,000 ",Single Family,1 Day,,$979 ,2 cars,1972,"$1,559,000 ","$1,360,000 ",48,$869 ,-,-
/realestateandhomes-detail/14670-E-Hills-Dr_San-Jose_CA_95127_M26465-35695,San-Jose,CA,14670 E Hills Dr,95127,4,2,"1,566sqft","6,000sqft lot","$1,099,000 ",Single Family,1 Day,,$702 ,2 cars,1960,"$954,250 ","$888,800 ",45,$698 ,East Side Union High,-
/realestateandhomes-detail/2094-Mendota-Way_San-Jose_CA_95122_M19526-03432,San-Jose,CA,2094 Mendota Way,95122,3,2,"1,232sqft","5,601sqft lot","$929,000 ",Single Family,1 Day,,$754 ,2 cars,1962,"$949,888 ",,,$732 ,East Side Union High,-
/realestateandhomes-detail/636-Kotake-Ct_San-Jose_CA_95127_M11906-72195,San-Jose,CA,636 Kotake Ct,95127,4,2,"2,475sqft",0.24acre lot,"$1,575,000 ",Single Family,1 Day,,$636 ,2 cars,1981,,,,,-,-
/realestateandhomes-detail/2213-Canyon-Cliff-Ct_San-Jose_CA_95138_M13764-80184,San-Jose,CA,2213 Canyon Cliff Ct,95138,4,3,"3,535sqft",0.39acre lot,"$3,488,000 ",Single Family,1 Day,,$987 ,3 cars,2000,"$2,658,000 ","$2,250,000 ",48,$865 ,-,-
/realestateandhomes-detail/311-Oleander-Dr_San-Jose_CA_95123_M11677-48565,San-Jose,CA,311 Oleander Dr,95123,2,2.5,"1,211sqft",-,"$849,000 ",Condo,1 Day,$285/mo,$701 ,1 car,1998,"$1,375,000 ","$1,550,000 ",42,$768 ,-,-
/realestateandhomes-detail/1391-Dahlia-Loop_San-Jose_CA_95126_M10656-48106,San-Jose,CA,1391 Dahlia Loop,95126,3,2.5,"1,246sqft","1,876sqft lot","$1,125,000 ",Single Family,1 Day,$215/mo,$903 ,2 cars,2006,"$959,999 ","$951,500 ",43,$772 ,-,Intero Real Estate Services
/realestateandhomes-detail/244-N-Cragmont-Ave_San-Jose_CA_95127_M11694-02788,San-Jose,CA,244 N Cragmont Ave,95127,3,1,"1,036sqft","5,200sqft lot","$998,000 ",Single Family,1 Day,,$963 ,1 car,1950,"$954,250 ","$888,800 ",45,$698 ,East Side Union High,-
/realestateandhomes-detail/1463-Willowmont-Ave_San-Jose_CA_95118_M28700-32851,San-Jose,CA,1463 Willowmont Ave,95118,3,2,"1,198sqft","6,350sqft lot","$1,099,000 ",Single Family,1 Day,,$917 ,2 cars,1961,"$1,574,975 ","$1,542,500 ",38,"$1,009 ",San Jose Unified,-
/realestateandhomes-detail/1462-Willowmont-Ave_San-Jose_CA_95118_M13813-96140,San-Jose,CA,1462 Willowmont Ave,95118,4,3,"1,713sqft","6,800sqft lot","$1,589,000 ",Single Family,1 Day,,$928 ,2 cars,1961,"$1,574,975 ","$1,542,500 ",38,"$1,009 ",-,Sereno
/realestateandhomes-detail/40-Cherry-Crest-Ln_San-Jose_CA_95136_M10291-45153,San-Jose,CA,40 Cherry Crest Ln,95136,2,2,986sqft,-,"$678,000 ",Condo,1 Day,$355/mo,$688 ,1 car,1988,"$1,215,000 ",,,$802 ,East Side Union High,Golden Gate Sotheby's International Realty
/realestateandhomes-detail/1103-Dinkel-Ct_San-Jose_CA_95118_M27045-58768,San-Jose,CA,1103 Dinkel Ct,95118,3,2.5,"1,619sqft","2,102sqft lot","$949,000 ",Townhome,1 Day,$381/mo,$586 ,2 cars,1981,,,,,-,Wunderlich Realty
/realestateandhomes-detail/3312-Methilhaven-Ln_San-Jose_CA_95121_M10122-49159,San-Jose,CA,3312 Methilhaven Ln,95121,3,1,991sqft,-,"$738,800 ",Condo,1 Day,$444/mo,$746 ,2 cars,1976,,,,,-,-
/realestateandhomes-detail/1148-Jaland-Ct_San-Jose_CA_95120_M24104-04163,San-Jose,CA,1148 Jaland Ct,95120,4,3.5,"4,261sqft",0.99acre lot,"$3,598,000 ",Single Family,1 Day,,$844 ,5 cars,1976,,,,,-,-
/realestateandhomes-detail/1151-Lockhaven-Way_San-Jose_CA_95129_M22268-03088,San-Jose,CA,1151 Lockhaven Way,95129,3,2,"1,332sqft","6,096sqft lot","$1,699,000 ",Single Family,1 Day,,"$1,276 ",2 cars,1963,"$1,863,000 ","$2,375,000 ",40,"$1,230 ",Fremont Union High,COMPASS
/realestateandhomes-detail/2023-Castlebury-Dr_San-Jose_CA_95116_M22693-49422,San-Jose,CA,2023 Castlebury Dr,95116,1,1,456sqft,-,"$380,000 ",Condo,1 Day,$360/mo,$833 ,1 car,1983,,,,,East Side Union High,Intero Real Estate Services
/realestateandhomes-detail/3753-Caravella-Dr_San-Jose_CA_95117_M12596-56529,San-Jose,CA,3753 Caravella Dr,95117,4,2.5,"1,937sqft","6,000sqft lot","$2,099,888 ",Single Family,1 Day,,"$1,084 ",2 cars,1973,"$1,899,999 ",,,$997 ,Campbell Union High,-
/realestateandhomes-detail/391-Lassenpark-Cir_San-Jose_CA_95136_M20384-35121,San-Jose,CA,391 Lassenpark Cir,95136,5,3,"2,236sqft","5,638sqft lot","$1,299,000 ",Single Family,1 Day,,$581 ,2 cars,1971,"$1,247,000 ","$1,175,000 ",39,$826 ,-,Intero Real Estate Services
/realestateandhomes-detail/472-Baltic-Way_San-Jose_CA_95111_M24021-39348,San-Jose,CA,472 Baltic Way,95111,4,2,"1,230sqft","5,649sqft lot","$898,888 ",Single Family,1 Day,,$731 ,2 cars,1959,,,,,-,-
/realestateandhomes-detail/539-Jackie-Dr_San-Jose_CA_95111_M17406-42974,San-Jose,CA,539 Jackie Dr,95111,4,2,"1,241sqft","5,230sqft lot","$1,099,950 ",Single Family,1 Day,,$886 ,2 cars,1960,"$975,000 ",,,$785 ,East Side Union High,-
/realestateandhomes-detail/612-Coco-Ct_San-Jose_CA_95133_M96130-18882,San-Jose,CA,612 Coco Ct,95133,3,2.5,"1,720sqft",-,"$1,159,000 ",Townhome,1 Day,$275/mo,$674 ,2 cars,2019,"$938,000 ","$1,100,000 ",35,$645 ,-,-
/realestateandhomes-detail/3703-Victorian-Pines-Pl_San-Jose_CA_95117_M17072-89956,San-Jose,CA,3703 Victorian Pines Pl,95117,2,2.5,"1,468sqft",825sqft lot,"$995,000 ",Townhome,1 Day,$420/mo,$678 ,2 cars,1987,,,,,-,Redfin
/realestateandhomes-detail/441-Nolden-Ave_San-Jose_CA_95117_M19374-55789,San-Jose,CA,441 Nolden Ave,95117,3,1,"1,200sqft","5,440sqft lot","$1,299,000 ",Single Family,1 Day,,"$1,083 ",2 cars,1952,"$1,289,444 ","$1,682,500 ",40,$847 ,Campbell Union High,COMPASS
/realestateandhomes-detail/509-Willow-St_San-Jose_CA_95125_M27224-56570,San-Jose,CA,509 Willow St,95125,2,1,865sqft,"3,060sqft lot","$899,000 ",Single Family,1 Day,,"$1,039 ",,1929,"$1,300,000 ","$1,475,000 ",26,"$1,085 ",San Jose Unified,COMPASS
/realestateandhomes-detail/847-Clarkston-Dr_San-Jose_CA_95136_M17136-22017,San-Jose,CA,847 Clarkston Dr,95136,5,2.5,"2,112sqft","7,207sqft lot","$1,598,000 ",Single Family,1 Day,,$757 ,2 cars,1966,"$1,560,000 ",,,$809 ,-,COMPASS
/realestateandhomes-detail/10431-Observatory-Dr_San-Jose_CA_95127_M92372-39905,San-Jose,CA,10431 Observatory Dr,95127,3,2,"1,888sqft",0.3acre lot,"$1,598,000 ",Single Family,1 Day,,$846 ,,1955,"$954,250 ","$888,800 ",45,$698 ,East Side Union High,Intero Real Estate Services
/realestateandhomes-detail/623-N-4th-St_San-Jose_CA_95112_M25603-52869,San-Jose,CA,623 N 4th St,95112,3,1,"1,257sqft","6,370sqft lot","$1,200,000 ",Single Family,1 Day,,$955 ,1 car,1939,"$995,000 ","$925,000 ",41,$712 ,San Jose Unified,-
/realestateandhomes-detail/1310-Cordelia-Ave_San-Jose_CA_95129_M27236-38930,San-Jose,CA,1310 Cordelia Ave,95129,4,2.5,"2,089sqft","8,935sqft lot","$2,398,000 ",Single Family,2 Days,,"$1,148 ",2 cars,1960,"$2,150,000 ","$2,137,500 ",40,"$1,340 ",-,-
/realestateandhomes-detail/355-S-15th-St_San-Jose_CA_95112_M14285-92493,San-Jose,CA,355 S 15th St,95112,3,1.5,"1,740sqft","6,425sqft lot","$1,450,000 ",Single Family,2 Days,,$833 ,2 cars,1909,"$995,000 ","$925,000 ",41,$712 ,-,-
/realestateandhomes-detail/2649-Corde-Terra-Cir_San-Jose_CA_95111_M13656-71135,San-Jose,CA,2649 Corde Terra Cir,95111,3,2.5,"1,650sqft","1,481sqft lot","$997,000 ",Single Family,2 Days,$180/mo,$604 ,2 cars,2007,"$998,000 ","$1,032,500 ",47,$678 ,-,-
/realestateandhomes-detail/1423-Forrestal-Ave_San-Jose_CA_95110_M16715-31098,San-Jose,CA,1423 Forrestal Ave,95110,5,3,"2,226sqft","5,000sqft lot","$1,280,000 ",Single Family,2 Days,,$575 ,1 car,1947,"$998,944 ",,,$836 ,San Jose Unified,-
/realestateandhomes-detail/1149-Macias-Ct_San-Jose_CA_95120_M11938-52395,San-Jose,CA,1149 Macias Ct,95120,5,4.5,"4,015sqft","8,741sqft lot","$3,150,000 ",Single Family,2 Days,,$785 ,3 cars,2006,,,,,-,COMPASS
/realestateandhomes-detail/948-Paula-St_San-Jose_CA_95126_M26319-78010,San-Jose,CA,948 Paula St,95126,2,1.5,"1,384sqft","6,492sqft lot","$1,598,888 ",Single Family,2 Days,,"$1,155 ",,1900,,,,,-,-
/realestateandhomes-detail/1964-Harmil-Way_San-Jose_CA_95125_M11592-40558,San-Jose,CA,1964 Harmil Way,95125,4,2,"1,801sqft","5,769sqft lot","$2,000,000 ",Single Family,2 Days,,"$1,110 ",2 cars,1948,"$1,699,000 ","$1,537,500 ",44,$972 ,San Jose Unified,-
/realestateandhomes-detail/2150-Almaden-Rd-Spc-33_San-Jose_CA_95125_M98381-78299,San-Jose,CA,2150 Almaden Rd Spc 33,95125,2,1,"1,000sqft",-,"$193,888 ",Mfd/Mobile,2 Days,,$194 ,,1965,,,,,San Jose Unified,Alliance Manufactured Homes
/realestateandhomes-detail/5866-Moraga-Ave_San-Jose_CA_95123_M17348-04817,San-Jose,CA,5866 Moraga Ave,95123,4,2,"1,491sqft","6,094sqft lot","$1,345,000 ",Single Family,2 Days,,$902 ,2 cars,1971,,,,,San Jose Unified,COMPASS
/realestateandhomes-detail/518-N-4th-St_San-Jose_CA_95112_M24496-35753,San-Jose,CA,518 N 4th St,95112,2,2,"1,055sqft",-,"$850,000 ",Townhome,2 Days,$200/mo,$806 ,1 car,1983,"$995,000 ","$925,000 ",41,$712 ,San Jose Unified,-
/realestateandhomes-detail/570-Mill-Pond-Dr_San-Jose_CA_95125_M98923-75970,San-Jose,CA,570 Mill Pond Dr,95125,2,2,"1,272sqft",-,"$329,000 ",Mfd/Mobile,3 Days,,$259 ,1 car,1979,,,,,-,-
/realestateandhomes-detail/2946-Quimby-Rd_San-Jose_CA_95148_M11247-80933,San-Jose,CA,2946 Quimby Rd,95148,5,2.5,"2,061sqft","8,814sqft lot","$1,300,000 ",Single Family,3 Days,,$631 ,2 cars,1977,"$1,450,000 ","$1,431,875 ",37,$975 ,-,-
/realestateandhomes-detail/1330-Glen-Eyrie-Ave_San-Jose_CA_95125_M28856-58653,San-Jose,CA,1330 Glen Eyrie Ave,95125,3,1.5,"1,490sqft","5,997sqft lot","$1,750,000 ",Single Family,3 Days,,"$1,174 ",,1954,"$1,699,000 ","$1,537,500 ",44,$972 ,-,-
/realestateandhomes-detail/3341-Innerwick-Ln_San-Jose_CA_95121_M12136-08419,San-Jose,CA,3341 Innerwick Ln,95121,2,1.5,988sqft,"1,360sqft lot","$710,000 ",Townhome,3 Days,$444/mo,$719 ,2 cars,1974,,,,,-,LEGACY REAL ESTATE & ASSOC.
/realestateandhomes-detail/3209-Garnet-Dr_San-Jose_CA_95117_M16461-56140,San-Jose,CA,3209 Garnet Dr,95117,3,2,"1,647sqft","9,458sqft lot","$1,698,000 ",Single Family,3 Days,,"$1,031 ",2 cars,1949,"$1,640,499 ",,,$913 ,Campbell Union High,-
/realestateandhomes-detail/6239-Mojave-Dr_San-Jose_CA_95120_M29153-74130,San-Jose,CA,6239 Mojave Dr,95120,5,3.5,"3,128sqft",0.35acre lot,"$2,985,000 ",Single Family,3 Days,$48/mo,$954 ,2 cars,1966,"$1,898,500 ","$1,975,000 ",41,$823 ,San Jose Unified,-
/realestateandhomes-detail/1452-Shore-Dr_San-Jose_CA_95131_M22840-51093,San-Jose,CA,1452 Shore Dr,95131,3,3,"1,851sqft",-,"$1,289,000 ",Townhome,3 Days,$220/mo,$696 ,,2014,"$1,398,000 ","$1,260,000 ",42,$802 ,-,Vanguard Properties
/realestateandhomes-detail/1015-Wilsham-Dr_San-Jose_CA_95132_M18963-60901,San-Jose,CA,1015 Wilsham Dr,95132,4,2,"1,762sqft","6,001sqft lot","$1,595,000 ",Single Family,3 Days,,$905 ,2 cars,1970,"$1,498,000 ",,,$745 ,-,COMPASS
/realestateandhomes-detail/1203-Whitton-Ave_San-Jose_CA_95116_M25523-37542,San-Jose,CA,1203 Whitton Ave,95116,4,3,"1,674sqft","5,350sqft lot","$1,100,000 ",Single Family,3 Days,,$657 ,,1940,,,,,San Jose Unified,-
/realestateandhomes-detail/7164-Clarendon-St_San-Jose_CA_95129_M21432-72441,San-Jose,CA,7164 Clarendon St,95129,3,2.5,"1,448sqft",-,"$1,499,000 ",Townhome,3 Days,$384/mo,"$1,035 ",2 cars,1979,"$2,298,000 ","$2,610,000 ",39,$805 ,-,Sereno
/realestateandhomes-detail/999-Rawlings-Dr_San-Jose_CA_95136_M26590-41308,San-Jose,CA,999 Rawlings Dr,95136,3,2,"1,192sqft","6,173sqft lot","$1,398,000 ",Single Family,4 Days,,"$1,173 ",2 cars,1970,"$1,224,444 ","$1,260,000 ",36,$798 ,San Jose Unified,-
/realestateandhomes-detail/1486-Midfield-Ave_San-Jose_CA_95122_M13981-43069,San-Jose,CA,1486 Midfield Ave,95122,3,3,"1,560sqft","5,423sqft lot","$969,000 ",Single Family,4 Days,,$621 ,,1958,"$867,000 ","$965,000 ",57,$833 ,East Side Union High,Intero Real Estate Services
/realestateandhomes-detail/856-LA-Barbera-Dr_San-Jose_CA_95126_M24437-02245,San-Jose,CA,856 LA Barbera Dr,95126,2,2,987sqft,-,"$699,000 ",Condo,4 Days,$380/mo,$708 ,1 car,1985,"$898,000 ","$982,000 ",35,$742 ,Campbell Union High,-
/realestateandhomes-detail/6225-Balderstone-Dr_San-Jose_CA_95120_M10489-87081,San-Jose,CA,6225 Balderstone Dr,95120,4,3,"2,727sqft","8,050sqft lot","$2,199,000 ",Single Family,4 Days,,$806 ,2 cars,1975,"$1,898,500 ","$1,975,000 ",41,$823 ,-,COMPASS
/realestateandhomes-detail/345-Ingram-Ct_San-Jose_CA_95139_M22358-03776,San-Jose,CA,345 Ingram Ct,95139,4,2.5,"2,137sqft",0.24acre lot,"$1,618,000 ",Single Family,4 Days,,$757 ,2 cars,1977,"$1,600,000 ",,,$681 ,Morgan Hill Unified,-
/realestateandhomes-detail/1491-Pompey-Dr_San-Jose_CA_95128_M16803-41605,San-Jose,CA,1491 Pompey Dr,95128,4,-,"1,919sqft","7,231sqft lot","$1,498,000 ",Multi-Family,4 Days,,$781 ,2 cars,1958,,,,,-,-
/realestateandhomes-detail/232-N-3rd-St_San-Jose_CA_95112_M21401-07984,San-Jose,CA,232 N 3rd St,95112,12,-,"5,512sqft","6,979sqft lot","$2,850,000 ",Multi-Family,4 Days,,$517 ,,1964,"$995,000 ","$925,000 ",41,$712 ,San Jose Unified,-
/realestateandhomes-detail/5523-Thornwood-Dr_San-Jose_CA_95123_M16759-13255,San-Jose,CA,5523 Thornwood Dr,95123,5,3,"2,418sqft","8,095sqft lot","$1,300,000 ",Single Family,4 Days,,$538 ,2 cars,1974,"$1,373,500 ",,,$833 ,San Jose Unified,-
/realestateandhomes-detail/1442-Kilchoan-Ct_San-Jose_CA_95122_M23632-87417,San-Jose,CA,1442 Kilchoan Ct,95122,3,2,"1,233sqft","8,868sqft lot","$1,150,777 ",Single Family,4 Days,,$933 ,2 cars,1964,"$872,000 ","$840,000 ",50,$701 ,-,Keller Williams San Jose Gateway
/realestateandhomes-detail/3541-Columbine-Dr_San-Jose_CA_95127_M13196-62217,San-Jose,CA,3541 Columbine Dr,95127,5,2,"2,006sqft","6,055sqft lot","$1,289,000 ",Single Family,4 Days,,$643 ,,1961,,,,,East Side Union High,-
/realestateandhomes-detail/3357-Bolsena-Ct_San-Jose_CA_95135_M14864-66502,San-Jose,CA,3357 Bolsena Ct,95135,2,2.5,"1,776sqft",-,"$958,000 ",Condo,4 Days,$1300/mo,$539 ,2 cars,1985,"$753,000 ","$825,000 ",38,$521 ,East Side Union High,Coldwell Banker Realty
/realestateandhomes-detail/4510-Thousand-Oaks-Dr_San-Jose_CA_95136_M15599-48643,San-Jose,CA,4510 Thousand Oaks Dr,95136,4,2,"1,752sqft","6,025sqft lot","$1,348,000 ",Single Family,4 Days,,$769 ,2 cars,1973,"$1,395,000 ","$1,395,000 ",32,$852 ,-,COMPASS
/realestateandhomes-detail/5983-Prospect-Rd_San-Jose_CA_95129_M21019-39436,San-Jose,CA,5983 Prospect Rd,95129,4,2,"1,687sqft","6,027sqft lot","$2,698,888 ",Single Family,4 Days,,"$1,600 ",2 cars,1966,"$2,498,000 ","$2,650,000 ",34,"$1,167 ",Fremont Union High,-
